,Name,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Genres,Image
1735,Battle for Wesnoth,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/e6/fa/02/e6fa02e3-56bc-6e78-0676-0dde433d6e2d/source/512x512bb.jpg,4.5,326.0,3.99,,"Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1736,I Am Vegend: Zombiegeddon FREE,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/88/8e/e5/888ee58a-7cb1-2b5b-b622-86dd763a27c5/source/512x512bb.jpg,4.5,326.0,0.0,"1.99, 0.99, 0.99, 1.99, 4.99, 9.99, 19.99, 0.99, 0.99","Games, Casual, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1737,Jane\u2019s Hotel 3: Hotel Mania,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/fa/93/ea/fa93ea35-785c-c6ef-8698-9e00d73bc964/source/512x512bb.jpg,3.0,42.0,0.0,4.99,"Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1738,Infect Them All 2 : Zombies,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/c9/42/ae/c942aec8-7723-f091-0478-8b550c2166e6/source/512x512bb.jpg,5.0,2740.0,0.99,"0.99, 0.99, 1.99, 4.99, 1.99, 9.99, 19.99","Games, Role Playing, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1739,Tank Battle: North Africa,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/20/05/85/200585b5-82b8-7984-79ba-fb85f2a49546/source/512x512bb.jpg,4.5,424.0,2.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1741,Lords & Knights - X-Mas,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/08/47/91/0847916f-f0a4-60b6-627d-d9d0ff3de52a/source/512x512bb.jpg,4.5,255.0,0.0,"11.99, 0.99, 3.99, 5.99, 19.99, 8.99, 13.99, 49.99, 24.99, 32.99","Games, Entertainment, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1742,Battle for Wesnoth HD,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/9a/d7/86/9ad7861a-77b7-590f-e9c7-a40e61f20aae/source/512x512bb.jpg,4.5,499.0,3.99,,"Games, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1743,Front Defense,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/56/c3/cf/56c3cf27-dfef-8f2b-610d-9c8c30a5dc21/source/512x512bb.jpg,4.0,42.0,0.0,,"Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1744,Marble Math Multiplication,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/73/8e/96/738e9640-60cb-1bfd-09f2-d26d29161784/source/512x512bb.jpg,4.5,347.0,0.0,,"Education, Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1745,"Seeds Lite For Minecraft - Server, Skin, Community",https://is5-ssl.mzstatic.com/image/thumb/Purple117/v4/6a/b5/1b/6ab51bd7-08dc-c218-4bb2-0dad3ba6fa3a/source/512x512bb.jpg,4.0,14501.0,0.0,0.99,"Games, Strategy, Adventure, Utilities",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1746,Tactics,https://is5-ssl.mzstatic.com/image/thumb/Purple7/v4/e9/8c/10/e98c10cd-bfae-c832-613b-2bf624de6175/source/512x512bb.jpg,2.5,27.0,0.0,0.99,"Games, Board, Strategy, Education",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1747,EMERGENCY Mobile,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/f2/ca/cb/f2cacb72-1788-2a08-7d8e-7443009c9b83/source/512x512bb.jpg,4.5,415.0,0.0,"0.99, 0.99","Games, Entertainment, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1748,Ingress Prime,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/29/02/4c/29024c49-c402-27b4-f83b-8cd69f4088c8/source/512x512bb.jpg,3.0,4334.0,0.0,"9.99, 1.99, 4.99, 19.99, 49.99, 99.99, 0.99","Games, Entertainment, Adventure, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1749,World of Kingdoms,https://is3-ssl.mzstatic.com/image/thumb/Purple20/v4/cd/dd/fa/cdddfac5-58cd-1d15-b08d-f54f005f4c90/source/512x512bb.jpg,4.0,23.0,0.0,,"Games, Strategy, Entertainment, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1750,Lynnsee PopBirds,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/25/e2/f1/25e2f1e3-f915-129e-e9af-755a3c7e455c/source/512x512bb.jpg,4.0,48.0,0.0,"0.99, 7.99","Games, Entertainment, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1751,Breakfast Swipe,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/5c/c5/5a/5cc55afd-2a40-2e67-a402-9e7f93c77499/source/512x512bb.jpg,4.0,31.0,0.0,,"Games, Puzzle, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1752,Vampire War - HD,https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/87/ef/eb/87efeb12-2874-5aab-b493-3475fd8b6fb0/source/512x512bb.jpg,3.0,24.0,0.0,"19.99, 99.99, 9.99, 49.99, 29.99, 4.99","Games, Strategy, Entertainment, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1753,Majesty: Northern Expansion,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/19/99/5e/19995e7f-c142-0d3d-200b-86cb19192e81/source/512x512bb.jpg,4.0,108.0,2.99,"4.99, 0.99, 2.99, 0.99","Games, Entertainment, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1754,Kingdom of Zenia: Dragon Wars,https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/6f/63/04/6f6304a1-4c3d-8c26-321c-7c3d681bdd68/source/512x512bb.jpg,4.0,4674.0,0.0,"4.99, 4.99, 19.99, 4.99, 0.99, 19.99, 49.99, 4.99, 99.99, 49.99","Games, Strategy, Role Playing, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1755,"""Teemo's Jungle Timer for League of Legends""",https://is5-ssl.mzstatic.com/image/thumb/Purple4/v4/4d/36/4f/4d364f43-e5c4-eb2d-6080-13be0684f334/source/512x512bb.jpg,4.0,13.0,0.0,0.99,"Games, Role Playing, Reference, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1757,Tic Tac Toe (1bsyl),https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/6c/d9/85/6cd98587-78dc-0416-9735-db39b60f7dc9/source/512x512bb.jpg,3.5,8.0,0.0,,"Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1759,APOC-X,https://is5-ssl.mzstatic.com/image/thumb/Purple3/v4/c9/0a/ef/c90aefa2-059e-3324-5adb-692074afb28b/source/512x512bb.jpg,4.5,20.0,1.99,"0.99, 8.99, 0.99, 4.99, 0.99, 1.99, 0.99, 2.99, 0.99, 2.99","Games, Entertainment, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1761,Bubble Crackle,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/d9/7e/5b/d97e5b27-74a7-99f6-074f-2e91a20dfef6/source/512x512bb.jpg,4.5,103.0,0.99,,"Games, Board, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1762,Survivor Z,https://is5-ssl.mzstatic.com/image/thumb/Purple7/v4/b8/fc/b4/b8fcb474-618d-e65a-d40e-8f909ab3771f/source/512x512bb.jpg,4.0,829.0,0.0,"0.99, 1.99, 1.99, 4.99, 2.99, 4.99, 3.99, 2.99, 0.99, 0.99","Games, Role Playing, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1764,Hotel Story: Resort Simulation,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/69/31/18/6931185e-aae2-d66d-9466-20619f2a2627/source/512x512bb.jpg,4.5,27676.0,0.0,"1.99, 9.99, 4.99, 49.99, 29.99","Games, Simulation, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1765,Luma Link,https://is4-ssl.mzstatic.com/image/thumb/Purple4/v4/3f/7a/28/3f7a2803-6467-9ff5-8d17-26019ffb335e/source/512x512bb.jpg,4.5,64.0,0.0,"0.99, 0.99, 2.99, 0.99, 0.99, 0.99, 0.99, 9.99","Games, Strategy, Puzzle, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1766,Fish Farm 2,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/20/94/41/209441f3-0049-44c4-f1f7-a338c06da12a/source/512x512bb.jpg,4.5,4224.0,0.0,"0.99, 0.99, 3.99, 0.99, 3.99, 2.99, 3.99, 1.99, 5.99, 9.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1767,Pirates! Showdown,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/34/b5/fb/34b5fbe1-852d-27db-2a32-da4f11b8e943/source/512x512bb.jpg,4.5,84.0,2.99,,"Games, Action, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1768,Epic Mech Wars,https://is4-ssl.mzstatic.com/image/thumb/Purple6/v4/42/0a/86/420a8625-ccdb-0b7e-4983-c6767e2b8425/source/512x512bb.jpg,4.0,35.0,0.0,"2.99, 0.99, 9.99, 3.99, 24.99, 3.99","Games, Role Playing, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1769,Magic Craft: The Hero of Fantasy Kingdom Free,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/ee/2a/c4/ee2ac4b2-3241-b631-0144-af22896be5e8/source/512x512bb.jpg,4.0,45.0,0.0,,"Games, Strategy, Lifestyle, Trivia",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1770,Checkers for iPad,https://is2-ssl.mzstatic.com/image/thumb/Purple6/v4/17/40/47/1740470b-6392-6177-a470-8e43ced2b832/source/512x512bb.jpg,3.5,16.0,0.0,,"Games, Board, Education, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1771,"99 Gumballs, Candy Smash Match 3",https://is3-ssl.mzstatic.com/image/thumb/Purple122/v4/c3/02/93/c3029382-f036-5374-8543-d87efa3ee1ee/source/512x512bb.jpg,4.0,96.0,0.0,,"Games, Entertainment, Strategy, Family",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1772,Build Rail,https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/94/5c/9b/945c9bf4-db45-893a-ee7d-1df882e5157a/source/512x512bb.jpg,3.0,5.0,0.0,,"Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1774,Wild City,https://is5-ssl.mzstatic.com/image/thumb/Purple115/v4/ac/0f/0d/ac0f0d33-4731-9338-0d50-36ef70cd447f/source/512x512bb.jpg,3.5,292.0,0.0,"0.99, 9.99, 4.99, 99.99, 29.99, 49.99, 9.99","Games, Role Playing, Strategy, Lifestyle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1775,"""Cato's Hike Lite""",https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/91/4c/8a/914c8ae5-69f4-324b-b217-908aae805dbd/source/512x512bb.jpg,4.0,42.0,0.0,,"Education, Strategy, Games",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1777,Megapolis: Building Strategy,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/f7/88/0d/f7880da7-6c1c-6e79-5b0e-c3e46f4a4c72/source/512x512bb.jpg,4.5,34376.0,0.0,"1.99, 4.99, 9.99, 49.99, 1.99, 9.99, 4.99, 19.99, 0.99, 19.99, 9.99, 19.99, 4.99, 1.99","Games, Entertainment, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1780,Nanomites,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/28/3c/53/283c5303-2ab2-1152-fbbc-6c3ee5be8bac/source/512x512bb.jpg,4.5,22.0,0.99,,"Games, Strategy, Casual",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1781,Tree Fortress - Defense of the Castle,https://is2-ssl.mzstatic.com/image/thumb/Purple5/v4/95/0a/24/950a240d-9268-bea5-72a4-df9f0b41198c/source/512x512bb.jpg,4.5,163.0,0.0,"0.99, 2.99, 1.99, 6.99, 14.99, 0.99","Games, Action, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1782,Gingerbread VS. Snowmen,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/61/b4/aa/61b4aa3a-67fa-8528-4704-944742fc93a5/source/512x512bb.jpg,4.0,23.0,0.0,"0.99, 3.99, 0.99, 1.99","Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1783,Backgammon with 16 Games,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/5a/5f/ca/5a5fcad7-ea3d-3266-9b17-32fc04c70bb9/source/512x512bb.jpg,4.0,130.0,0.0,,"Games, Strategy, Board, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1784,Atlantis Oceans HD Free Scuba Diving Shark Dolphin Fish Whale,https://is5-ssl.mzstatic.com/image/thumb/Purple1/v4/35/2e/7d/352e7d84-6830-36dc-bcf8-c5160069ea8f/source/512x512bb.jpg,4.5,955.0,0.0,"0.99, 3.99, 0.99, 11.99, 0.99, 4.99, 0.99, 1.99, 4.99, 1.99","Games, Strategy, Sports, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1785,Honey Bees Great Escape - Best Super Fun Free Puzzle Game,https://is3-ssl.mzstatic.com/image/thumb/Purple6/v4/1f/7e/f6/1f7ef644-badb-41a7-ef0b-3ad009c8331d/source/512x512bb.jpg,4.5,33.0,0.0,2.99,"Games, Strategy, Education, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1786,Mayas & Aliens,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/9d/f3/5d/9df35d37-bf0f-9fc0-6a7f-9882fcf1da5b/source/512x512bb.jpg,4.0,17.0,0.0,,"Games, Role Playing, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1789,Conceptis Nurikabe,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/59/ff/39/59ff397b-7ae8-ca18-0fcc-5972e40ce1e3/source/512x512bb.jpg,5.0,312.0,0.0,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99","Games, Strategy, Entertainment, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1791,"Cook, Serve, Delicious!",https://is5-ssl.mzstatic.com/image/thumb/Purple82/v4/a6/19/e3/a619e3b7-898b-141d-bf13-b58d28a4c380/source/512x512bb.jpg,5.0,1088.0,4.99,,"Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1792,GangMan Mafia Clash - Best Super Fun Shooter Game,https://is3-ssl.mzstatic.com/image/thumb/Purple6/v4/c4/bb/86/c4bb86fe-c5df-dc7c-ab6b-3a16f721046e/source/512x512bb.jpg,4.0,45.0,0.0,,"Games, Entertainment, Music, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1794,QQ\u738b\u8005\u6218\u7eaa,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/d7/b1/60/d7b160d7-15c9-fafd-10e8-9a32ab4d4095/source/512x512bb.jpg,4.5,143.0,0.0,"0.99, 14.99, 89.99, 4.99, 46.99","Games, Strategy, Entertainment, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1795,Hacker Online RPG,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/1b/6c/91/1b6c9154-4ddc-7bbf-7fd7-2acc781607dd/source/512x512bb.jpg,3.5,329.0,0.0,"1.99, 11.99, 3.99, 5.99","Games, Role Playing, Social Networking, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1796,Fighter 3D - Air combat game,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/96/c2/b0/96c2b097-a8b0-9917-6d11-b39a123824b4/source/512x512bb.jpg,3.5,52.0,1.99,,"Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1798,One Line Match3,https://is2-ssl.mzstatic.com/image/thumb/Purple2/v4/d3/01/8f/d3018f1d-acb4-9185-4a0b-384100f265e4/source/512x512bb.jpg,3.5,5.0,0.0,,"Games, Entertainment, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1799,Pretty Pet Toy Store,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/18/42/db/1842dbe1-9c96-01d1-ddf2-3f793bab7b6a/source/512x512bb.jpg,4.0,54.0,0.0,"1.99, 4.99, 9.99, 1.99, 9.99, 49.99, 4.99, 49.99","Games, Family, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1800,Abalone\xae,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/c4/ea/1d/c4ea1df6-f22d-dacf-4c68-ce93ab6b7a7c/source/512x512bb.jpg,4.5,85.0,3.99,,"Games, Entertainment, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1802,ChessVisionDrills,https://is4-ssl.mzstatic.com/image/thumb/Purple4/v4/14/6b/7d/146b7d40-6934-794d-524a-12309e350e73/source/512x512bb.jpg,4.5,14.0,1.99,,"Games, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1803,Crazy School 2 HD Free,https://is4-ssl.mzstatic.com/image/thumb/Purple6/v4/d9/8e/aa/d98eaa2f-cb6e-864a-57e1-95b30c9cad54/source/512x512bb.jpg,4.0,37.0,0.0,"0.99, 1.99, 0.99, 0.99, 4.99, 9.99","Games, Puzzle, Education, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1806,Tower Raiders 3,https://is1-ssl.mzstatic.com/image/thumb/Purple2/v4/cf/91/86/cf918606-8fa4-dd4b-69c9-da6f55d50c1e/source/512x512bb.jpg,4.5,165.0,0.0,"0.99, 4.99, 4.99, 1.99, 0.99, 0.99, 9.99, 24.99, 14.99, 2.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1807,Brick City: Tank Warfare,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/bb/19/1e/bb191ebb-b235-52fc-e6c5-047ff4982cf4/source/512x512bb.jpg,4.5,184.0,0.0,"0.99, 4.99, 0.99, 0.99, 2.99","Games, Entertainment, Adventure, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1808,Warbits,https://is2-ssl.mzstatic.com/image/thumb/Purple122/v4/6b/29/31/6b293141-aabf-45dc-1299-bb1379615a25/source/512x512bb.jpg,4.5,1292.0,4.99,,"Games, Strategy, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1809,Street Food Carts,https://is2-ssl.mzstatic.com/image/thumb/Purple3/v4/ae/0f/07/ae0f071a-86cd-d3e9-ba8b-a56170fdd40a/source/512x512bb.jpg,3.0,14.0,0.0,"0.99, 1.99, 2.99, 4.99, 3.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1810,Empire Four Kingdoms,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/50/6c/2b/506c2b14-9954-d7d5-569b-ad526f49e8f5/source/512x512bb.jpg,4.0,20566.0,0.0,"4.99, 9.99, 19.99, 29.99, 49.99, 99.99, 1.99, 9.99, 4.99, 0.99","Games, Simulation, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1811,Sidius Nova,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/7f/b4/53/7fb45360-533a-f343-6ebe-8e7b1d0306a1/source/512x512bb.jpg,4.5,109.0,0.0,"2.99, 0.99, 0.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1812,Engineer : Weapons,https://is1-ssl.mzstatic.com/image/thumb/Purple/v4/c0/78/dd/c078dd3d-9500-eb90-b4e2-19498c80b0a6/source/512x512bb.jpg,3.0,19.0,0.0,,"Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1813,Samurai Defender,https://is4-ssl.mzstatic.com/image/thumb/Purple3/v4/75/34/dd/7534dd33-7d4a-734a-94ff-8b864e43534e/source/512x512bb.jpg,4.5,1251.0,0.0,"2.99, 0.99, 2.99, 0.99, 1.99, 14.99, 1.99, 3.99, 5.99, 7.99","Games, Strategy, Action, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1815,Diamonds Mania 2,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/67/c6/f0/67c6f021-8db4-ed66-002d-ca84420bf3b3/source/512x512bb.jpg,4.0,40.0,0.0,"2.99, 0.99, 24.99","Games, Entertainment, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1816,Diamonds Mania 2,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/67/c6/f0/67c6f021-8db4-ed66-002d-ca84420bf3b3/source/512x512bb.jpg,4.0,40.0,0.0,"2.99, 0.99, 24.99","Games, Entertainment, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1817,Nuclear War Extreme,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/ac/82/37/ac8237f0-ddce-9d9f-7109-f991a57fb122/source/512x512bb.jpg,2.5,19.0,0.0,,"Games, Strategy, Entertainment, Casual",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1818,Bubble Piles,https://is2-ssl.mzstatic.com/image/thumb/Purple5/v4/5e/7e/9c/5e7e9c3f-f546-2990-d015-b99661fea7db/source/512x512bb.jpg,3.0,6.0,0.0,,"Games, Strategy, Family, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1819,Block Fortress,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/f0/f9/41/f0f94159-98d8-1d31-9953-28160bf53b8c/source/512x512bb.jpg,4.5,16629.0,1.99,"3.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 0.99, 4.99","Games, Entertainment, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1821,Little Alchemist,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/2b/3d/43/2b3d435d-a7a9-325a-adbf-2935a5bb618e/source/512x512bb.jpg,4.5,14742.0,0.0,"4.99, 9.99, 19.99, 4.99, 6.99, 8.99, 49.99, 19.99, 4.99, 99.99","Games, Role Playing, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1822,Jewel Pops! - Free jewel popping strategy game,https://is4-ssl.mzstatic.com/image/thumb/Purple7/v4/8a/fe/0b/8afe0b92-4288-1ed9-bb75-7874713a5213/source/512x512bb.jpg,4.5,10.0,0.0,,"Games, Entertainment, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1823,Total Defense - Great TD in Stunning 3D,https://is3-ssl.mzstatic.com/image/thumb/Purple/v4/be/6a/e9/be6ae9b0-7a12-c40e-7567-95a0ee54581d/source/512x512bb.jpg,4.5,409.0,0.0,"1.99, 0.99, 0.99, 0.99, 0.99, 0.99, 4.99, 9.99","Games, Strategy, Entertainment, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1824,Fighter 3D Lite - Air Combat,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/26/d3/33/26d333f2-bcf4-c65b-690a-7182691acfe4/source/512x512bb.jpg,4.0,122.0,0.0,,"Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1828,Lies Of Astaroth,https://is4-ssl.mzstatic.com/image/thumb/Purple30/v4/03/e4/66/03e466e8-d0ef-0f2c-90d1-85322594013b/source/512x512bb.jpg,4.5,3926.0,0.0,"5.99, 15.99, 9.99, 79.99, 5.99, 30.99","Games, Card, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1829,Melt-down,https://is3-ssl.mzstatic.com/image/thumb/Purple122/v4/29/95/34/29953466-a423-c81a-cd29-30d210a51434/source/512x512bb.jpg,2.0,5.0,0.0,,"Games, Strategy, Entertainment, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1830,Aaargh! Santa vs Zombie Pirates,https://is2-ssl.mzstatic.com/image/thumb/Purple/v4/87/bf/ad/87bfadf2-f15f-e33b-a523-3aed14d5ac8b/source/512x512bb.jpg,3.5,12.0,0.0,,"Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1831,Iron Hero: Collision,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/5f/d8/a5/5fd8a523-dcf4-db6c-2fbe-72c77e3cbb35/source/512x512bb.jpg,4.0,21.0,0.0,"1.99, 0.99, 4.99, 9.99, 24.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1832,Restaurant Mania,https://is1-ssl.mzstatic.com/image/thumb/Purple6/v4/45/fe/ad/45fead33-2de5-04f3-320b-caf54a5d8aab/source/512x512bb.jpg,4.5,176.0,0.0,"4.99, 0.99, 2.99, 1.99","Games, Strategy, Family, Education",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1835,Bubble Crackle - Pop and Blast,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/de/8d/56/de8d56e2-be5a-ea02-2495-9f0088c0c462/source/512x512bb.jpg,4.5,738.0,0.0,0.99,"Games, Board, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
1836,Connect6 Free HD,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/24/55/76/2455761a-1429-7a3f-6bc2-90e6cb6d0f25/source/512x512bb.jpg,4.0,43.0,0.0,,"Games, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
