,Name,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Genres,Image
6780,EatMe.io:  Hungry Fish Attack!,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/73/69/b7/7369b710-1e9b-e99e-463c-5d68fd85d524/source/512x512bb.jpg,3.5,611.0,0.0,"1.99, 4.99, 9.99, 19.99, 1.99, 6.99, 4.99, 49.99, 99.99, 9.99","Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6782,Castle Defense 2,https://is1-ssl.mzstatic.com/image/thumb/Purple111/v4/8c/40/f4/8c40f484-29d7-2960-fd28-b24f7afee981/source/512x512bb.jpg,2.5,62.0,0.0,"4.99, 1.99, 9.99, 2.99, 9.99, 2.99, 9.99, 9.99, 29.99, 9.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6790,Ocean Joy - 3 match Mermaid splash puzzle game,https://is5-ssl.mzstatic.com/image/thumb/Purple69/v4/69/13/dd/6913dd5b-cb09-0ae9-86f1-f9a9a0a590b4/source/512x512bb.jpg,4.5,43.0,0.0,"1.99, 9.99, 5.99, 19.99","Games, Strategy, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6798,Cookie Jam Blast\u2122 Fun Puzzles,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/ad/13/a7/ad13a73b-1f07-3904-3696-1901d4891a1d/source/512x512bb.jpg,4.5,131353.0,0.0,"6.99, 1.99, 1.99, 4.99, 0.99, 14.99, 9.99, 2.99, 1.99, 24.99","Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6801,Under Par Scorecard,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/55/04/bf/5504bf07-7d3d-0449-83d3-bc5f24fddd95/source/512x512bb.jpg,4.5,112.0,0.0,1.99,"Sports, Games, Strategy, Sports",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6804,Gladiator: Rise of Legends,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/0b/16/65/0b1665a8-f576-1393-cab4-98aa2f5ce513/source/512x512bb.jpg,4.5,81.0,0.0,"4.99, 0.99, 9.99, 19.99, 0.99, 99.99, 49.99","Games, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6807,"Rising Billionaire - You are the next Billionaire, the road to $ Riches and Money & croft",https://is2-ssl.mzstatic.com/image/thumb/Purple69/v4/18/92/7e/18927e77-686f-dfca-d8eb-2b55e040b196/source/512x512bb.jpg,2.5,6.0,0.0,,"Games, Strategy, Entertainment, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6808,[Minesweeper],https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/6e/a1/5f/6ea15fd8-96c0-02a3-78e1-de3d8f6b4403/source/512x512bb.jpg,5.0,36.0,0.0,,"Games, Entertainment, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6810,Re:Monster,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/b4/1b/24/b41b24b6-fce0-3fd2-7742-ce6354b2f290/source/512x512bb.jpg,4.0,94.0,0.0,"79.99, 33.99, 17.99, 3.99, 0.99, 7.99, 44.99, 9.99, 7.99, 7.99","Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6811,World Warfare-3D MMO Wargame,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/93/b9/58/93b958a7-2167-ab9d-d7ac-ecd860db2a04/source/512x512bb.jpg,4.0,1901.0,0.0,"9.99, 19.99, 4.99, 29.99, 49.99, 99.99, 14.99, 0.99, 1.99, 39.99","Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6812,Tower defence sage - HD,https://is5-ssl.mzstatic.com/image/thumb/Purple111/v4/1b/14/77/1b1477a0-3cd7-332b-1626-cd72a71142f3/source/512x512bb.jpg,2.5,8.0,0.0,"0.99, 4.99, 12.99","Games, Simulation, Lifestyle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6814,Gardens Inc. 3: A Bridal Pursuit,https://is3-ssl.mzstatic.com/image/thumb/Purple62/v4/28/ca/73/28ca7386-9c47-7b09-8127-c12b88c0861a/source/512x512bb.jpg,4.5,142.0,0.0,4.99,"Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6815,Gardens Inc. 3: A Bridal Pursuit (Full),https://is5-ssl.mzstatic.com/image/thumb/Purple69/v4/fd/7e/a2/fd7ea2c9-2b95-aa60-1bb3-6cc71415aad1/source/512x512bb.jpg,4.0,21.0,4.99,,"Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6817,Survival Arena\u2122 TD,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/c8/50/dd/c850dd27-46cf-ce93-ff3d-6424886a3383/source/512x512bb.jpg,4.5,61875.0,0.0,"19.99, 19.99, 38.99, 9.99, 9.99, 2.99, 9.99, 29.99, 0.99, 0.99, 4.99, 19.99, 4.99, 2.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6819,Game of Thrones: Conquest\u2122,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/17/89/d5/1789d553-c89c-42c2-7581-7cff09cc56f9/source/512x512bb.jpg,4.5,51396.0,0.0,"0.99, 4.99, 9.99, 4.99, 19.99, 0.99, 19.99, 9.99, 4.99, 9.99","Games, Strategy, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6821,Hidden Objects Haunted Mystery Amusement Parks Pic,https://is2-ssl.mzstatic.com/image/thumb/Purple111/v4/7f/96/a1/7f96a1d4-2233-d13c-46b9-6e87bc10a006/source/512x512bb.jpg,4.5,59.0,0.0,1.99,"Games, Strategy, Puzzle, Education",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6827,Yatzy Dice Pocket GoldMine FREE - Selfie Zoo Yahtzee,https://is4-ssl.mzstatic.com/image/thumb/Purple69/v4/a9/21/e0/a921e01f-cb54-d9e1-2567-e82aefd00e67/source/512x512bb.jpg,4.5,9.0,0.0,"1.99, 0.99","Games, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6832,Colonial Conquest,https://is5-ssl.mzstatic.com/image/thumb/Purple41/v4/64/b1/5d/64b15d57-f520-bca1-14c0-712d1aad8714/source/512x512bb.jpg,4.0,54.0,3.99,,"Games, Simulation, Strategy, Education",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6835,Stack Swipe,https://is3-ssl.mzstatic.com/image/thumb/Purple115/v4/de/d9/77/ded977cc-e180-1cfc-08ab-0d004b049458/source/512x512bb.jpg,3.5,8.0,0.0,0.99,"Games, Entertainment, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6838,"C\u1edd t\u01b0\u1edbng - video th\u1ebf c\u1edd, c\u1edd \xfap tr\xean Youtube",https://is2-ssl.mzstatic.com/image/thumb/Purple69/v4/3b/71/a0/3b71a0de-a023-8c90-57a6-f157cd48c918/source/512x512bb.jpg,4.5,13.0,0.0,,"Entertainment, Games, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6843,Age of Dominion RTS: Command your Empire!,https://is5-ssl.mzstatic.com/image/thumb/Purple122/v4/c7/45/6a/c7456a05-15b9-d8f2-3562-96efb13ee820/source/512x512bb.jpg,4.0,80.0,0.0,,"Games, Strategy, Entertainment, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6846,Current Stream,https://is1-ssl.mzstatic.com/image/thumb/Purple71/v4/e1/2a/12/e12a12f9-8e6e-2213-8ad7-7f2b666cd66c/source/512x512bb.jpg,5.0,19.0,0.0,"0.99, 0.99, 1.99, 0.99","Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6847,Zilch Solitaire,https://is1-ssl.mzstatic.com/image/thumb/Purple60/v4/5c/87/35/5c8735e6-b406-e490-7b74-7df105c282cf/source/512x512bb.jpg,3.5,41.0,0.0,,"Games, Card, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6853,Monster War(Tower Shooting)-Shoot Game,https://is2-ssl.mzstatic.com/image/thumb/Purple122/v4/d9/dc/73/d9dc7352-8505-45b4-a1c9-bf1dc95a77df/source/512x512bb.jpg,5.0,13.0,0.0,,"Games, Action, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6855,Rebels and Redcoats II,https://is4-ssl.mzstatic.com/image/thumb/Purple111/v4/e7/31/34/e731341c-1c40-1c65-eb89-10686b26b29d/source/512x512bb.jpg,4.0,16.0,4.99,,"Games, Entertainment, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6857,Smack Attack - Multiplayer Game to Play with Friends Online!,https://is5-ssl.mzstatic.com/image/thumb/Purple60/v4/32/d3/09/32d309c0-60ef-5474-778d-d809f0e5bf89/source/512x512bb.jpg,5.0,5.0,0.0,,"Games, Action, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6858,Presidents War: Eat Dot Game - multiplayer cell eater in paradise hocus,https://is2-ssl.mzstatic.com/image/thumb/Purple49/v4/00/ba/39/00ba39a3-3653-fc25-51c5-432facfc194d/source/512x512bb.jpg,4.5,5882.0,0.0,1.99,"Games, Entertainment, Casual, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6861,"""100 Years' War""",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/83/6c/b3/836cb380-de57-a40b-4ef1-f1794247ad39/source/512x512bb.jpg,2.5,16.0,2.99,"1.99, 1.99","Games, Board, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6862,Run the Roll,https://is2-ssl.mzstatic.com/image/thumb/Purple122/v4/09/77/42/097742c8-69ca-8f00-d5ca-35a8caec7bd8/source/512x512bb.jpg,5.0,10.0,0.0,"2.99, 1.99","Games, Strategy, Casual",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6863,Catch Me if You Can??,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/67/83/59/6783590a-a542-d1c1-dc51-f336fca60143/source/512x512bb.jpg,5.0,120.0,0.0,0.99,"Games, Strategy, Puzzle, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6864,Zebra Evolution | Mutant Zebra Clicker Game,https://is1-ssl.mzstatic.com/image/thumb/Purple117/v4/89/90/63/8990633e-f27b-0bb4-2500-3dde9a8c5003/source/512x512bb.jpg,5.0,2049.0,0.0,"1.99, 1.99, 1.99, 4.99, 0.99, 1.99, 5.99, 6.99, 5.99, 9.99","Games, Entertainment, Strategy, Family",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6865,Bozz,https://is5-ssl.mzstatic.com/image/thumb/Purple127/v4/c0/1e/b7/c01eb7a1-e716-5dc0-fd63-ea5fb5d381b7/source/512x512bb.jpg,3.5,23.0,0.0,,"Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6866,Follow Chess,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/a2/b8/d5/a2b8d53d-5e32-b2ac-7d28-fa9fbb60e396/source/512x512bb.jpg,4.5,65.0,0.0,"0.99, 5.99, 19.99","Games, Board, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6867,Conquest 3 Kingdoms,https://is5-ssl.mzstatic.com/image/thumb/Purple115/v4/5d/83/da/5d83da4f-d31a-0909-eac4-8cff7f550954/source/512x512bb.jpg,4.0,13.0,0.0,"59.99, 9.99, 2.99, 0.99, 30.99","Games, Simulation, Productivity, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6868,Attack Your Friends! - Risk Game,https://is5-ssl.mzstatic.com/image/thumb/Purple127/v4/e7/ca/aa/e7caaa6b-398e-918f-007f-d1a08803aff5/source/512x512bb.jpg,4.0,18.0,0.0,"2.99, 2.99, 0.99, 2.99, 1.99, 9.99, 1.99, 1.99, 4.99","Games, Strategy, Board",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6869,Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,https://is1-ssl.mzstatic.com/image/thumb/Purple69/v4/06/6b/fd/066bfd57-6fc6-6631-70ee-a1522f1a3a6b/source/512x512bb.jpg,4.5,974.0,0.0,"0.99, 4.99, 1.99, 9.99, 1.99, 2.99, 3.99","Games, Strategy, Simulation, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6870,Polish Blast by cutepolish,https://is1-ssl.mzstatic.com/image/thumb/Purple111/v4/23/25/30/232530c8-6b9e-4aac-bb37-40e99768f39b/source/512x512bb.jpg,4.5,1583.0,0.0,"2.99, 0.99, 9.99, 4.99, 2.99","Games, Strategy, Entertainment, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6872,Hidden Objects New York to Chicago Adventure Time,https://is5-ssl.mzstatic.com/image/thumb/Purple128/v4/d3/64/15/d36415a4-4a5c-88f8-eb2f-05679ea2a548/source/512x512bb.jpg,4.5,63.0,0.0,1.99,"Games, Puzzle, Strategy, Travel",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6874,Latigo,https://is3-ssl.mzstatic.com/image/thumb/Purple127/v4/6c/3f/43/6c3f436b-af97-12da-3b5d-0b3f13e8887d/source/512x512bb.jpg,3.0,8.0,0.0,,"Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6878,1944 Burning Bridges,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/17/e1/57/17e1579b-7ed8-b7e5-12e1-ed2462552f7c/source/512x512bb.jpg,4.0,239.0,0.0,"9.99, 2.99, 4.99, 18.99, 45.99, 89.99","Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6879,Tri Peaks Solitaire!,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/39/54/03/395403b3-15e3-d2fe-e029-dbdd97452adc/source/512x512bb.jpg,4.5,264.0,0.0,,"Games, Strategy, Card",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6883,Defenders of Suntoria: Dark Sun,https://is1-ssl.mzstatic.com/image/thumb/Purple3/v4/ea/34/53/ea345373-460c-47b7-f8d6-5de1bc14efd3/source/512x512bb.jpg,4.5,11.0,0.0,"1.99, 4.99, 9.99, 19.99, 0.99, 49.99","Games, Strategy, Role Playing, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6884,ChessDrop \u2014 Your personal chess database in the cloud.,https://is3-ssl.mzstatic.com/image/thumb/Purple69/v4/7f/0c/23/7f0c2317-ce9e-1714-5aa1-18e9e775fc8b/source/512x512bb.jpg,3.5,5.0,0.99,24.99,"Sports, Strategy, Board, Games",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6886,Monster Castle,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/d5/6e/2d/d56e2dff-d113-1ff4-431e-325efe200763/source/512x512bb.jpg,4.5,1534.0,0.0,"9.99, 4.99, 19.99, 99.99, 0.99, 0.99, 4.99, 49.99, 4.99, 19.99","Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6887,Taco Mucho Clicker - Super Crafter Streetfood Truck Master Game,https://is2-ssl.mzstatic.com/image/thumb/Purple69/v4/f5/fc/a6/f5fca6d6-f650-83db-68d8-e0fb3c4bdce2/source/512x512bb.jpg,4.0,51.0,0.0,"0.99, 4.99, 1.99, 0.99, 2.99, 3.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6889,"""Don't Touch The Monkey""",https://is2-ssl.mzstatic.com/image/thumb/Purple49/v4/c0/e8/2a/c0e82aae-8bc8-0bdf-9508-ad70b9f47b69/source/512x512bb.jpg,4.5,9.0,0.0,1.99,"Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6894,MOGO SAGA: First Trip,https://is3-ssl.mzstatic.com/image/thumb/Purple7/v4/a5/db/18/a5db1853-9feb-f029-9acb-21e19da014a6/source/512x512bb.jpg,2.5,6.0,0.0,"0.99, 4.99, 9.99, 19.99","Games, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6895,TerraGenesis - Space Settlers,https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/da/26/17/da261749-ed10-dd70-ec60-1579e56dd27e/source/512x512bb.jpg,4.5,19760.0,0.0,"0.99, 9.99, 4.99, 19.99, 19.99, 1.99, 0.99, 9.99, 4.99, 1.99","Games, Simulation, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6896,Hidden Objects - Florida Vacation Adventure Time,https://is4-ssl.mzstatic.com/image/thumb/Purple118/v4/b8/45/6e/b8456edd-6baf-9dde-29d4-feaebec570a1/source/512x512bb.jpg,4.5,63.0,0.0,1.99,"Games, Puzzle, Travel, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6897,Amateur Surgeon 4,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/a4/79/2d/a4792d50-add0-d1ea-9217-c139e0a2293a/source/512x512bb.jpg,4.5,21210.0,0.0,"6.99, 3.99, 4.99, 6.99, 9.99, 6.99, 2.99, 2.99, 7.99, 4.99, 19.99","Games, Strategy, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6900,Last Empire \u2013 War Z: Strategy,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/51/f1/8c/51f18ca4-26d3-84f8-7d9e-c3eeda2e8c95/source/512x512bb.jpg,4.0,6437.0,0.0,"4.99, 0.99, 99.99, 9.99, 19.99, 24.99, 49.99, 99.99, 19.99, 9.99","Games, Entertainment, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6901,Worms Vs Frogs,https://is4-ssl.mzstatic.com/image/thumb/Purple3/v4/74/1e/36/741e36a0-bec1-5f51-3617-60a629486f09/source/512x512bb.jpg,2.0,14.0,0.0,,"Games, Casual, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6904,Rust Bucket,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/51/6e/57/516e573b-028e-6d1f-e12b-1bef9714cf0d/source/512x512bb.jpg,4.5,1096.0,0.0,"3.99, 0.99, 1.99, 3.99","Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6905,Rust Bucket,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/51/6e/57/516e573b-028e-6d1f-e12b-1bef9714cf0d/source/512x512bb.jpg,4.5,1096.0,0.0,"3.99, 0.99, 1.99, 3.99","Games, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6909,Dots Link Puzzle Free - Happify Dots Connectly & Block Drawing Game,https://is5-ssl.mzstatic.com/image/thumb/Purple6/v4/91/34/c0/9134c012-5c41-ed6d-c29f-e8c45f5a617b/source/512x512bb.jpg,4.5,130.0,0.0,,"Games, Strategy, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6913,Idle Clash - Frontier Defender,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/26/a6/8d/26a68d02-b149-2520-57ff-5e2d534c8161/source/512x512bb.jpg,4.5,21125.0,0.0,"1.99, 0.99, 3.99, 1.99, 9.99, 9.99, 19.99, 0.99, 4.99, 4.99","Games, Entertainment, Strategy, Role Playing",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6916,Poker Solitaire: the best card game to play,https://is4-ssl.mzstatic.com/image/thumb/Purple2/v4/3d/69/8e/3d698e63-f17a-5121-070b-036bb435e67f/source/512x512bb.jpg,4.5,11.0,0.0,"1.99, 1.99, 0.99, 3.99, 7.99, 15.99","Games, Strategy, Card, Entertainment",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6921,Seven Nights: Anthology,https://is5-ssl.mzstatic.com/image/thumb/Purple3/v4/09/3d/26/093d2607-74cb-1228-bb33-2f27c35a173d/source/512x512bb.jpg,3.0,17.0,0.0,,"Games, Strategy, Entertainment, Action",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6923,Assault on Arnhem,https://is4-ssl.mzstatic.com/image/thumb/Purple49/v4/f1/33/64/f133641f-2ab7-e620-0b55-0223cbd21f1a/source/512x512bb.jpg,3.0,15.0,4.99,,"Games, Simulation, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6924,Search Movie Name Puzzles - Mega Word Search,https://is2-ssl.mzstatic.com/image/thumb/Purple117/v4/87/37/2c/87372cac-029c-212b-b959-b71b5480c395/source/512x512bb.jpg,4.5,23.0,0.0,"1.99, 4.99, 1.99, 0.99, 0.99, 0.99, 1.99","Entertainment, Games, Strategy, Puzzle",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6932,Football Clicker,https://is4-ssl.mzstatic.com/image/thumb/Purple30/v4/c9/46/04/c9460425-0cc9-c8de-61fb-8ce699d50e1a/source/512x512bb.jpg,4.5,13110.0,0.0,"1.99, 4.99, 19.99, 99.99, 49.99","Games, Entertainment, Strategy, Sports",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6935,Mancala - Online multiplayer,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/72/cc/4e/72cc4e3d-751a-6bed-9137-ca250c2dfc86/source/512x512bb.jpg,4.0,1530.0,0.0,"3.99, 1.99, 3.99, 2.99, 4.99, 12.99","Games, Board, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6939,Empire Defense 2,https://is1-ssl.mzstatic.com/image/thumb/Purple122/v4/93/5a/41/935a4101-9497-6f4f-b847-c2693b876b63/source/512x512bb.jpg,4.5,37.0,0.0,"9.99, 4.99, 0.99, 39.99","Games, Casual, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6942,World War 2 TD Battlefield,https://is3-ssl.mzstatic.com/image/thumb/Purple3/v4/2b/49/84/2b4984de-c63c-0c99-2eae-6b3fb7893201/source/512x512bb.jpg,4.0,36.0,0.0,"2.99, 0.99, 0.99, 4.99, 1.99, 3.99, 0.99, 2.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6943,Lock? Pop it!,https://is4-ssl.mzstatic.com/image/thumb/Purple3/v4/ed/11/a3/ed11a3d3-5d87-a7f8-d5fd-556f50464863/source/512x512bb.jpg,4.5,13.0,0.0,,"Games, Entertainment, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6946,MAFYA - G\xfcnahkarlar!,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/4f/35/6b/4f356b6b-2b28-6a5b-0779-ed0412dbd60d/source/512x512bb.jpg,5.0,7.0,0.0,"2.99, 14.99, 6.99, 1.99, 29.99, 74.99, 2.99","Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6952,Star Hammer: The Vanguard Prophecy,https://is1-ssl.mzstatic.com/image/thumb/Purple49/v4/59/3e/6d/593e6dc4-d81d-6d2c-7c2d-6b776a49b400/source/512x512bb.jpg,4.0,28.0,14.99,,"Games, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6953,City Island 4 Simulation Town,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/bc/93/45/bc93452c-cb9a-95ff-4df9-1d1ae0541d98/source/512x512bb.jpg,4.5,2752.0,0.0,"4.99, 2.99, 2.99, 4.99, 5.99, 9.99, 4.99, 4.99, 12.99, 5.99","Games, Strategy, Entertainment, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6954,City Island 4 Simulation Town,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/bc/93/45/bc93452c-cb9a-95ff-4df9-1d1ae0541d98/source/512x512bb.jpg,4.5,2752.0,0.0,"4.99, 2.99, 2.99, 4.99, 5.99, 9.99, 4.99, 4.99, 12.99, 5.99","Games, Strategy, Entertainment, Simulation",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6956,Smarty Tic Tac Toe,https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/77/17/93/77179361-c67e-e709-b9dd-92c2458426ca/source/512x512bb.jpg,5.0,6.0,0.0,,"Games, Entertainment, Puzzle, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6964,Monster VS Zombie,https://is5-ssl.mzstatic.com/image/thumb/Purple71/v4/4a/03/44/4a03440f-f2c9-409a-3ebc-635f571aa3ea/source/512x512bb.jpg,5.0,62.0,0.0,"4.99, 0.99, 0.99, 19.99, 39.99","Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6968,Juggernaut Wars: RPG Roguelike,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/01/1b/5a/011b5a59-b594-d767-8629-bbd838be4850/source/512x512bb.jpg,4.5,2842.0,0.0,"0.99, 4.99, 9.99, 2.99, 4.99, 9.99, 3.99, 2.99, 7.99, 24.99, 19.99, 0.99, 79.99","Games, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6972,GeoPets,https://is3-ssl.mzstatic.com/image/thumb/Purple71/v4/c3/ca/5c/c3ca5c51-d82c-1565-73c2-4aef8f9ec09b/source/512x512bb.jpg,3.5,163.0,0.0,,"Games, Strategy, Entertainment, Adventure",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6973,Slugterra: Guardian Force,https://is1-ssl.mzstatic.com/image/thumb/Purple71/v4/af/b5/b0/afb5b004-a77f-c623-b3e4-a266d0aeb2ad/source/512x512bb.jpg,4.0,48.0,0.0,"0.99, 1.99, 9.99, 4.99","Games, Adventure, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6977,Hidden Objects Ghostly Halloween Haunted Mystery,https://is2-ssl.mzstatic.com/image/thumb/Purple118/v4/fe/93/6f/fe936f2a-f46e-1a20-b25a-23af19571b5d/source/512x512bb.jpg,4.5,58.0,0.0,1.99,"Games, Puzzle, Entertainment, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
6978,Simply Knights,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/e7/ac/fe/e7acfec2-6d26-e99d-bce8-601e3e87aea8/source/512x512bb.jpg,4.5,179.0,0.0,"9.99, 4.99, 1.99, 2.99, 2.99, 1.99, 2.99, 2.99, 2.99, 0.99","Games, Entertainment, Role Playing, Strategy",<PIL.Image.Image image mode=RGB size=150x150 at 0x7F06707C86A0>
